F0avg,F0std,F0max,F0min,F0skew,F0kurt,F0tiltavg,F0mseavg,F0tiltstd,F0msestd,F0tiltmax,F0msemax,F0tiltmin,F0msemin,F0tiltskw,F0mseskw,F0tiltku,F0mseku,1F0mean,1F0std,1F0max,1F0min,1F0skw,1F0ku,lastF0avg,lastF0std,lastF0max,lastF0min,lastF0skw,lastF0ku,avgEvoiced,stdEvoiced,skwEvoiced,kurtosisEvoiced,avgtiltEvoiced,stdtiltEvoiced,skwtiltEvoiced,kurtosistiltEvoiced,avgmseEvoiced,stdmseEvoiced,skwmseEvoiced,kurtosismseEvoiced,avg1Evoiced,std1Evoiced,max1Evoiced,min1Evoiced,skw1Evoiced,kurtosis1Evoiced,avglastEvoiced,stdlastEvoiced,maxlastEvoiced,minlastEvoiced,skwlastEvoiced,kurtosislastEvoiced,avgEunvoiced,stdEunvoiced,skwEunvoiced,kurtosisEunvoiced,avgtiltEunvoiced,stdtiltEunvoiced,skwtiltEunvoiced,kurtosistiltEunvoiced,avgmseEunvoiced,stdmseEunvoiced,skwmseEunvoiced,kurtosismseEunvoiced,avg1Eunvoiced,std1Eunvoiced,max1Eunvoiced,min1Eunvoiced,skw1Eunvoiced,kurtosis1Eunvoiced,avglastEunvoiced,stdlastEunvoiced,maxlastEunvoiced,minlastEunvoiced,skwlastEunvoiced,kurtosislastEunvoiced,Vrate,avgdurvoiced,stddurvoiced,skwdurvoiced,kurtosisdurvoiced,maxdurvoiced,mindurvoiced,avgdurunvoiced,stddurunvoiced,skwdurunvoiced,kurtosisdurunvoiced,maxdurunvoiced,mindurunvoiced,avgdurpause,stddurpause,skwdurpause,kurtosisdurpause,maxdurpause,mindurpause,PVU,PU,UVU,VVU,VP,UP,id
265.63629150390625,42.58207702636719,328.4198303222656,149.48333740234375,-1.513282060623169,1.1022907817684926,-245.87820677463083,1359.5868275665216,182.2899011502925,343.48595437816005,-63.588305624338325,1703.0727819446818,-428.16810792492333,1016.1008731883617,0.0,9.192490143201958e-16,-2.0,-1.9999999999999998,269.6178894042969,35.25104904174805,304.7763366699219,170.15377807617188,-1.7618099451065063,2.1292274411556544,255.10427856445312,56.30005645751953,328.4198303222656,149.48333740234375,-0.8959210515022278,-0.7809703950186635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5789972963999431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fear.wav
239.224609375,40.32060241699219,280.27911376953125,146.76434326171875,-1.0403599739074707,-0.36564038584103375,-202.42783463132193,277.8135174450215,119.09758081206061,124.31838435940249,-83.33025381926132,402.131901804424,-321.52541544338254,153.49513308561902,0.0,3.029521752855152e-16,-2.0,-2.0,255.49710083007812,27.79239273071289,280.27911376953125,176.27694702148438,-1.7556973695755005,1.779166838373155,209.63829040527344,42.667022705078125,263.6994323730469,146.76434326171875,-0.16189737617969513,-1.5745863226517125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6185770750988142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry.wav
277.52288818359375,38.146446228027344,334.4486083984375,157.1214599609375,-1.9316785335540771,3.0144082590311516,0.974723695270967,696.704936966137,82.08161972892476,597.1144978927468,83.05634342419573,1293.8194348588838,-81.1068960336538,99.59043907339014,0.0,0.0,-2.0,-2.0,267.9813232421875,41.68695068359375,314.7145080566406,157.1214599609375,-1.5938483476638794,1.2324945947626036,298.46771240234375,14.00597858428955,334.4486083984375,274.5420227050781,0.16269813477993011,-0.11078011335153581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5918258508678367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fear.wav
258.2026672363281,39.35588455200195,339.7732849121094,153.06378173828125,-1.0921459197998047,0.8339583540551567,-328.4133103330033,304.8134895035381,224.62871467717846,105.30111243038775,-103.78459565582483,410.1146019339259,-553.0420250101818,199.5123770731504,4.108415113248711e-16,8.973332796983904e-16,-2.0,-2.0,267.56622314453125,31.37660026550293,339.7732849121094,172.42120361328125,-1.0362257957458496,2.043833042217835,231.44973754882812,46.85316848754883,280.3135986328125,153.06378173828125,-0.4993608593940735,-1.3402659346764088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6484978882779504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry.wav
288.30126953125,16.877714157104492,322.1961669921875,237.3876953125,-0.707813560962677,1.5363644871868214,64.59995749538218,176.90378039549475,61.897400544583604,72.570472825113,126.49735803996579,249.47425322060775,2.702556950798582,104.33330757038175,0.0,0.0,-2.0,-2.0,284.4672546386719,15.808666229248047,312.49139404296875,237.3876953125,-1.2838358879089355,1.704690011300869,299.1641540527344,14.97370433807373,322.1961669921875,280.1817626953125,0.3103638291358948,-1.4666404166575462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5350075603181907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1949905791758827,0.054988940771688366,0.0,-2.0,0.24997951994757106,0.14000163840419433,0.0,0.0,0.0,0.0,0.0,0.0,fear.wav
244.68553161621094,30.378618240356445,284.4260559082031,169.4403839111328,-1.0192323923110962,-0.008280906152156486,-236.1222638285756,216.50391833766105,155.72311879473267,101.533307226207,-80.39914503384291,318.03722556386805,-391.8453826233083,114.97061111145402,-2.4662713096278945e-16,-3.8927148299007855e-16,-2.0,-1.9999999999999998,247.74411010742188,26.420974731445312,282.31671142578125,176.1426544189453,-1.3253214359283447,1.063650356619366,236.65676879882812,37.73490524291992,284.4260559082031,169.4403839111328,-0.3999849557876587,-1.2860442246338624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6223298496048942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry.wav
254.40850830078125,42.81366729736328,334.6598205566406,95.48988342285156,-1.6422966718673706,2.561607369445662,-168.83879627654787,1384.4111165621648,104.01562634299702,72.66867866668042,-64.82316993355083,1457.0797952288451,-272.8544226195449,1311.7424378954843,2.0689232162116383e-16,-4.626346917871206e-15,-2.0,-2.0,256.6633605957031,41.72148895263672,309.9609680175781,95.48988342285156,-2.1206483840942383,4.4654935206598205,248.4396209716797,45.036865234375,334.6598205566406,150.79998779296875,-0.6244273781776428,-0.5660352157462842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5633263342485982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fear.wav
266.1494140625,38.80510330200195,331.29534912109375,154.57138061523438,-1.1303966045379639,0.8877174686441021,-259.98066700130533,387.6919876288763,165.32194112367574,20.024486755657108,-94.6587258776296,407.7164743845334,-425.3026081249811,367.6675008732192,0.0,0.0,-2.0,-2.0,267.4022521972656,28.190879821777344,302.05621337890625,169.16636657714844,-1.665386438369751,2.503813824908515,263.894287109375,52.706016540527344,331.29534912109375,154.57138061523438,-0.7128108739852905,-0.7032912423086559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7167518055310904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry.wav
284.39788818359375,42.621551513671875,343.3240051269531,175.34242248535156,-0.7743744254112244,-0.35615543907160374,-5.3649836818602665,1955.5291043673694,86.01800313465243,1360.7824223771245,80.65301945279217,3316.311526744494,-91.3829868165127,594.7466819902448,0.0,2.838541695043817e-16,-2.0,-2.0,278.4756774902344,29.85855484008789,332.0416259765625,215.8619384765625,-0.278061181306839,-1.2638109223001437,295.9306640625,58.45280456542969,343.3240051269531,175.34242248535156,-1.2557629346847534,-0.33222264786253497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6229809385286688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fear.wav
244.63934326171875,33.14249038696289,307.45440673828125,170.759765625,-0.5662837624549866,-0.36832312162511105,-252.0209940581519,289.6202625382714,162.09375191254273,111.63635812938247,-89.92724214560916,401.25662066765386,-414.1147459706946,177.98390440888892,3.280141393241565e-16,0.0,-2.0,-2.0,245.9695587158203,29.800813674926758,307.45440673828125,170.759765625,-0.8516614437103271,0.4338663990389362,241.10598754882812,40.49623107910156,295.8191833496094,171.33815002441406,-0.11286627501249313,-1.3341952459299276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6467627423969482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry.wav
298.0170593261719,20.10176658630371,340.2548828125,237.5374298095703,-0.8660818338394165,1.5133939970114412,-18.573907272530647,374.94151915975385,1.8146097408334063,22.74630287219236,-16.75929753169724,397.6878220319462,-20.38851701336405,352.1952162875615,2.898578821049781e-15,0.0,-2.0,-2.0,295.2027893066406,19.452802658081055,340.2548828125,237.5374298095703,-0.963223397731781,2.0110636904486467,304.8182373046875,20.01796531677246,331.65679931640625,250.5736083984375,-0.9495353698730469,0.9929858254169157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6011227655488255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fear.wav
278.6225280761719,37.92770767211914,325.5904235839844,173.6245880126953,-1.4512207508087158,1.2754425410999213,-377.0690138608356,345.86491377516467,264.7708646888539,192.71093442317664,-112.29814917198168,538.5758481983413,-641.8398785496895,153.153979351988,0.0,-3.2532771814774594e-16,-2.0,-2.0,281.17230224609375,35.53083419799805,321.3844909667969,174.29525756835938,-1.8162150382995605,2.650927204438803,269.4211120605469,44.33701705932617,325.5904235839844,173.6245880126953,-0.5826438069343567,-0.8729754678060084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6990007730409139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry.wav
