F0avg,F0std,F0max,F0min,F0skew,F0kurt,F0tiltavg,F0mseavg,F0tiltstd,F0msestd,F0tiltmax,F0msemax,F0tiltmin,F0msemin,F0tiltskw,F0mseskw,F0tiltku,F0mseku,1F0mean,1F0std,1F0max,1F0min,1F0skw,1F0ku,lastF0avg,lastF0std,lastF0max,lastF0min,lastF0skw,lastF0ku,avgEvoiced,stdEvoiced,skwEvoiced,kurtosisEvoiced,avgtiltEvoiced,stdtiltEvoiced,skwtiltEvoiced,kurtosistiltEvoiced,avgmseEvoiced,stdmseEvoiced,skwmseEvoiced,kurtosismseEvoiced,avg1Evoiced,std1Evoiced,max1Evoiced,min1Evoiced,skw1Evoiced,kurtosis1Evoiced,avglastEvoiced,stdlastEvoiced,maxlastEvoiced,minlastEvoiced,skwlastEvoiced,kurtosislastEvoiced,avgEunvoiced,stdEunvoiced,skwEunvoiced,kurtosisEunvoiced,avgtiltEunvoiced,stdtiltEunvoiced,skwtiltEunvoiced,kurtosistiltEunvoiced,avgmseEunvoiced,stdmseEunvoiced,skwmseEunvoiced,kurtosismseEunvoiced,avg1Eunvoiced,std1Eunvoiced,max1Eunvoiced,min1Eunvoiced,skw1Eunvoiced,kurtosis1Eunvoiced,avglastEunvoiced,stdlastEunvoiced,maxlastEunvoiced,minlastEunvoiced,skwlastEunvoiced,kurtosislastEunvoiced,Vrate,avgdurvoiced,stddurvoiced,skwdurvoiced,kurtosisdurvoiced,maxdurvoiced,mindurvoiced,avgdurunvoiced,stddurunvoiced,skwdurunvoiced,kurtosisdurunvoiced,maxdurunvoiced,mindurunvoiced,avgdurpause,stddurpause,skwdurpause,kurtosisdurpause,maxdurpause,mindurpause,PVU,PU,UVU,VVU,VP,UP,id
179.28164672851562,21.835126876831055,239.01133728027344,127.66645050048828,0.0891803577542305,0.4632573836098186,-70.37992022148087,70.10962388520933,125.35841316991237,72.45579922388572,72.08098671653116,248.4402188516195,-314.6083286830342,1.2704207107091254,-0.7292055609311272,1.3650741078452577,-0.6288449786569421,0.915669627042806,180.32322692871094,7.232078552246094,194.14373779296875,167.36537170410156,0.10524027049541473,-0.6679129766124676,131.35951232910156,2.5428507328033447,134.21585083007812,127.66645050048828,-0.3016495704650879,-1.6757004888439564,-24.75524544861593,3.9502961986020364,0.0103781978963259,-0.6758123255674321,-62.94427513538967,89.58696401215508,-0.38294372018416595,0.11334919100589103,8.91822668728558,10.490953957278464,1.798975962049426,2.1370482229632515,-24.851884166022323,4.7697940964580585,-18.591978382349303,-31.713468702817767,-0.2761046257138009,-1.4158557638739313,-28.248876355466454,1.7987148002526665,-25.653410461384134,-31.025134123735448,-0.05269687710121001,-1.3064739441502773,-34.46027396821791,2.686029811980066,-0.4030047737404443,-0.9097158470528107,101.86676029962887,180.95105146821072,1.22710582640072,-0.08292834842586227,3.7931428546317854,1.1957087164539184,0.2865935307721961,-1.1082231607650783,-28.161277600528148,2.306879163432383,-25.33990713489922,-31.17840909175034,0.117223942960562,-1.6256900105120433,-38.80060706326167,1.83815360697798,-36.38659621932912,-42.12709501473679,-0.3891326844425995,-0.8416612352192523,3.1462295185927975,0.20333333333333334,0.18239152027072603,1.8469203700759427,2.2942069844431696,0.68,0.06,0.045714285714285714,0.024411439272335803,-0.44010677952517574,-1.1013792456370801,0.08,0.01,0.195,0.035,0.0,-2.0,0.23,0.16,0.7829827915869981,4.265625,0.1835564053537285,0.8164435946462716,1.0427350427350428,0.23443223443223443,haine.wav
